name,parent,weight
Greece,mrwiki,1
India,mrwiki,10
India,mrwiki,1
UnitedStates,mrwiki,10
Australia,mswiki,1
Bangladesh,mswiki,10
Bangladesh,mswiki,1
Brunei,mswiki,1
Canada,mswiki,1
Colombia,mswiki,1
Denmark,mswiki,1
Finland,mswiki,1
France,mswiki,1
Germany,mswiki,1
Greece,mswiki,10
HongKong,mswiki,1
India,mswiki,1
Indonesia,mswiki,10
Indonesia,mswiki,1
Italy,mswiki,1
Lithuania,mswiki,1
Malaysia,mswiki,10
Malaysia,mswiki,1
Mexico,mswiki,1
Netherlands,mswiki,1
Norway,mswiki,1
Philippines,mswiki,1
Spain,mswiki,1
Ukraine,mswiki,1
UnitedKingdom,mswiki,1
UnitedStates,mswiki,1
Uruguay,mswiki,1
Belgium,mtwiki,10
France,mtwiki,1
Ireland,mtwiki,1
Malta,mtwiki,10
Malta,mtwiki,1
UnitedKingdom,mtwiki,10
UnitedStates,mtwiki,10
CzechRepublic,myvwiki,1
Ukraine,myvwiki,10
Ukraine,myvwiki,1
Austria,mywiki,1
Bangladesh,mywiki,1
France,mywiki,1
Germany,mywiki,1
Greece,mywiki,1
Hungary,mywiki,1
Italy,mywiki,1
Japan,mywiki,1
Malaysia,mywiki,10
Philippines,mywiki,1
Romania,mywiki,1
SouthKorea,mywiki,1
UnitedKingdom,mywiki,1
UnitedStates,mywiki,10
UnitedStates,mywiki,1
Greece,mznwiki,1
Switzerland,napwiki,1
UnitedKingdom,napwiki,1
Australia,nawiki,1
Lithuania,nawiki,1
Philippines,nawiki,1
Australia,nds_nlwiki,1
Greece,nds_nlwiki,1
Netherlands,nds_nlwiki,1
Australia,ndswiki,1
Austria,ndswiki,1
Germany,ndswiki,1
Canada,newiki,1
Greece,newiki,1
India,newiki,1
Nepal,newiki,10
Nepal,newiki,1
UnitedStates,newiki,1
Greece,newwiki,1
Nepal,newwiki,1
Aruba,nlwiki,1
Australia,nlwiki,1
Austria,nlwiki,10
Austria,nlwiki,1
Bangladesh,nlwiki,1
Belgium,nlwiki,10
Belgium,nlwiki,1
BosniaandHerzegovina,nlwiki,1
Brazil,nlwiki,1
Cambodia,nlwiki,1
Canada,nlwiki,1
Chile,nlwiki,1
Colombia,nlwiki,1
Curaçao,nlwiki,1
Denmark,nlwiki,1
Estonia,nlwiki,1
France,nlwiki,10
France,nlwiki,1
Germany,nlwiki,10
Germany,nlwiki,1
Greece,nlwiki,10
Greece,nlwiki,1
Guatemala,nlwiki,1
HongKong,nlwiki,1
Hungary,nlwiki,1
India,nlwiki,1
Indonesia,nlwiki,1
Ireland,nlwiki,10
Israel,nlwiki,10
Israel,nlwiki,1
Italy,nlwiki,1
Japan,nlwiki,1
Latvia,nlwiki,10
Lithuania,nlwiki,1
Luxembourg,nlwiki,1
Mexico,nlwiki,1
Morocco,nlwiki,1
Netherlands,nlwiki,10
Netherlands,nlwiki,1
Panama,nlwiki,1
Philippines,nlwiki,1
Poland,nlwiki,1
Portugal,nlwiki,1
SintMaarten,nlwiki,1
Slovakia,nlwiki,1
SouthAfrica,nlwiki,1
SouthKorea,nlwiki,1
Spain,nlwiki,10
Spain,nlwiki,1
Suriname,nlwiki,1
Sweden,nlwiki,1
Switzerland,nlwiki,10
Switzerland,nlwiki,1
Taiwan,nlwiki,1
Tanzania,nlwiki,10
Tanzania,nlwiki,1
Ukraine,nlwiki,1
UnitedKingdom,nlwiki,1
UnitedStates,nlwiki,10
UnitedStates,nlwiki,1
Argentina,nnwiki,1
Bangladesh,nnwiki,1
Finland,nnwiki,1
Greece,nnwiki,1
India,nnwiki,1
Italy,nnwiki,1
Norway,nnwiki,10
Norway,nnwiki,1
Spain,nnwiki,1
Sweden,nnwiki,1
UnitedKingdom,nnwiki,10
Australia,nowiki,1
Bangladesh,nowiki,1
Belgium,nowiki,1
Bulgaria,nowiki,1
Chile,nowiki,1
Colombia,nowiki,1
Denmark,nowiki,10
Denmark,nowiki,1
Estonia,nowiki,1
Finland,nowiki,1
France,nowiki,10
France,nowiki,1
Germany,nowiki,10
Germany,nowiki,1
Greece,nowiki,1
Iceland,nowiki,1
India,nowiki,1
Indonesia,nowiki,1
Italy,nowiki,1
Lithuania,nowiki,10
Malaysia,nowiki,1
Netherlands,nowiki,1
Norway,nowiki,10
Norway,nowiki,1
Philippines,nowiki,1
PuertoRico,nowiki,1
Slovenia,nowiki,1
SouthKorea,nowiki,1
Spain,nowiki,1
Sweden,nowiki,1
Ukraine,nowiki,1
UnitedKingdom,nowiki,1
UnitedStates,nowiki,1
France,nqowiki,1
Guinea,nqowiki,1
Australia,nvwiki,1
UnitedStates,nvwiki,10
France,ocwiki,10
France,ocwiki,1
Greece,ocwiki,1
Israel,ocwiki,1
Italy,ocwiki,1
Mexico,ocwiki,1
Poland,ocwiki,1
UnitedStates,ocwiki,10
Uruguay,ocwiki,1
Bangladesh,olowiki,1
CzechRepublic,olowiki,1
Bangladesh,orwiki,1
Canada,orwiki,1
Greece,orwiki,1
India,orwiki,10
India,orwiki,1
Switzerland,orwiki,1
UnitedKingdom,orwiki,1
Greece,oswiki,1
Italy,oswiki,1
Netherlands,oswiki,1
Greece,pamwiki,1
Philippines,pamwiki,1
Aruba,papwiki,1
Curaçao,papwiki,1
Netherlands,papwiki,10
Netherlands,papwiki,1
UnitedStates,papwiki,1
Greece,pawiki,1
India,pawiki,10
India,pawiki,1
France,pcdwiki,1
Greece,pcdwiki,1
Italy,pcdwiki,1
Australia,pihwiki,1
Algeria,plwiki,1
Australia,plwiki,1
Austria,plwiki,1
Belgium,plwiki,1
BosniaandHerzegovina,plwiki,10
Bulgaria,plwiki,10
Bulgaria,plwiki,1
Canada,plwiki,1
Chile,plwiki,1
Colombia,plwiki,1
Croatia,plwiki,1
Cyprus,plwiki,1
CzechRepublic,plwiki,1
Denmark,plwiki,1
Ecuador,plwiki,1
Estonia,plwiki,1
Finland,plwiki,10
France,plwiki,10
France,plwiki,1
Georgia,plwiki,1
Germany,plwiki,10
Germany,plwiki,1
Ghana,plwiki,1
Greece,plwiki,10
Hungary,plwiki,1
India,plwiki,1
Indonesia,plwiki,1
Ireland,plwiki,1
Italy,plwiki,1
Japan,plwiki,1
Lithuania,plwiki,1
Macedonia,plwiki,1
Mexico,plwiki,1
Monaco,plwiki,1
Morocco,plwiki,1
Netherlands,plwiki,10
Netherlands,plwiki,1
Norway,plwiki,1
Philippines,plwiki,10
Philippines,plwiki,1
Poland,plwiki,10
Poland,plwiki,1
PuertoRico,plwiki,1
Romania,plwiki,1
Slovakia,plwiki,1
SouthKorea,plwiki,10
Spain,plwiki,10
Spain,plwiki,1
Sweden,plwiki,10
Sweden,plwiki,1
Switzerland,plwiki,10
Taiwan,plwiki,1
Ukraine,plwiki,10
Ukraine,plwiki,1
UnitedKingdom,plwiki,10
UnitedKingdom,plwiki,1
UnitedStates,plwiki,10
UnitedStates,plwiki,1
France,pmswiki,1
Greece,pmswiki,1
Italy,pmswiki,1
Mexico,pmswiki,1
UnitedKingdom,pmswiki,1
Bangladesh,pnbwiki,1
Greece,pnbwiki,1
India,pnbwiki,1
Italy,pnbwiki,1
UnitedKingdom,pnbwiki,1
Brazil,pswiki,1
Germany,pswiki,1
Greece,pswiki,1
Norway,pswiki,1
Angola,ptwiki,1
Argentina,ptwiki,1
Australia,ptwiki,1
Austria,ptwiki,1
Bangladesh,ptwiki,1
Belgium,ptwiki,1
Bolivia,ptwiki,1
BosniaandHerzegovina,ptwiki,1
Brazil,ptwiki,10
Brazil,ptwiki,1
Canada,ptwiki,1
CapeVerde,ptwiki,1
Chile,ptwiki,1
Colombia,ptwiki,1
CostaRica,ptwiki,1
CzechRepublic,ptwiki,1
Côted'Ivoire,ptwiki,1
DominicanRepublic,ptwiki,10
Ecuador,ptwiki,1
Finland,ptwiki,1
France,ptwiki,10
France,ptwiki,1
FrenchGuiana,ptwiki,1
Germany,ptwiki,1
Greece,ptwiki,10
Guatemala,ptwiki,1
HongKong,ptwiki,1
Iceland,ptwiki,1
India,ptwiki,1
Indonesia,ptwiki,1
Israel,ptwiki,1
Italy,ptwiki,1
Japan,ptwiki,10
Japan,ptwiki,1
Lithuania,ptwiki,1
Luxembourg,ptwiki,1
Macao,ptwiki,1
Macedonia,ptwiki,1
Mexico,ptwiki,1
Moldova,ptwiki,1
Mozambique,ptwiki,10
Mozambique,ptwiki,1
Netherlands,ptwiki,10
Netherlands,ptwiki,1
NewZealand,ptwiki,1
Nigeria,ptwiki,10
Norway,ptwiki,1
Panama,ptwiki,1
Paraguay,ptwiki,1
Peru,ptwiki,10
Peru,ptwiki,1
Philippines,ptwiki,1
Poland,ptwiki,1
Portugal,ptwiki,10
Portugal,ptwiki,1
Romania,ptwiki,10
Romania,ptwiki,1
Serbia,ptwiki,1
Seychelles,ptwiki,10
Slovakia,ptwiki,1
SouthAfrica,ptwiki,1
SouthKorea,ptwiki,1
Spain,ptwiki,10
Spain,ptwiki,1
Sweden,ptwiki,10
Sweden,ptwiki,1
Switzerland,ptwiki,1
Tanzania,ptwiki,10
Tanzania,ptwiki,1
Tunisia,ptwiki,1
Ukraine,ptwiki,1
UnitedKingdom,ptwiki,1
UnitedStates,ptwiki,10
UnitedStates,ptwiki,1
Uruguay,ptwiki,1
Bangladesh,quwiki,1
Greece,quwiki,1
Peru,quwiki,1
Slovenia,quwiki,1
Spain,quwiki,1
India,rmywiki,1
Germany,roa_rupwiki,1
Mexico,roa_rupwiki,1
Austria,rowiki,10
Austria,rowiki,1
Bangladesh,rowiki,1
Belgium,rowiki,10
Brazil,rowiki,1
Bulgaria,rowiki,1
Canada,rowiki,1
Denmark,rowiki,10
Denmark,rowiki,1
Finland,rowiki,1
France,rowiki,1
Germany,rowiki,10
Germany,rowiki,1
Greece,rowiki,10
Greece,rowiki,1
Hungary,rowiki,1
India,rowiki,1
Israel,rowiki,10
Israel,rowiki,1
Italy,rowiki,10
Italy,rowiki,1
Macedonia,rowiki,1
Moldova,rowiki,10
Moldova,rowiki,1
Netherlands,rowiki,10
Netherlands,rowiki,1
NewZealand,rowiki,1
Poland,rowiki,1
Romania,rowiki,10
Romania,rowiki,1
Slovakia,rowiki,1
SouthKorea,rowiki,1
Spain,rowiki,10
Spain,rowiki,1
Sweden,rowiki,1
Tunisia,rowiki,1
Ukraine,rowiki,1
UnitedKingdom,rowiki,10
UnitedKingdom,rowiki,1
UnitedStates,rowiki,1
Ukraine,ruewiki,10
UnitedKingdom,ruewiki,1
Armenia,ruwiki,1
Australia,ruwiki,10
Australia,ruwiki,1
Austria,ruwiki,1
Bangladesh,ruwiki,1
Belgium,ruwiki,1
Brazil,ruwiki,1
Bulgaria,ruwiki,10
Bulgaria,ruwiki,1
Canada,ruwiki,10
Canada,ruwiki,1
Chile,ruwiki,1
Colombia,ruwiki,1
Croatia,ruwiki,1
Cyprus,ruwiki,1
CzechRepublic,ruwiki,10
CzechRepublic,ruwiki,1
Denmark,ruwiki,1
Ecuador,ruwiki,1
Estonia,ruwiki,10
Estonia,ruwiki,1
Finland,ruwiki,10
Finland,ruwiki,1
France,ruwiki,10
France,ruwiki,1
Georgia,ruwiki,10
Georgia,ruwiki,1
Germany,ruwiki,10
Germany,ruwiki,1
Greece,ruwiki,10
Greece,ruwiki,1
Honduras,ruwiki,1
HongKong,ruwiki,10
Hungary,ruwiki,1
Iceland,ruwiki,1
India,ruwiki,1
Indonesia,ruwiki,10
Indonesia,ruwiki,1
Israel,ruwiki,10
Israel,ruwiki,1
Italy,ruwiki,1
Japan,ruwiki,10
Japan,ruwiki,1
Jordan,ruwiki,1
Kuwait,ruwiki,1
Kyrgyzstan,ruwiki,10
Kyrgyzstan,ruwiki,1
Latvia,ruwiki,10
Latvia,ruwiki,1
Lebanon,ruwiki,1
Lithuania,ruwiki,10
Lithuania,ruwiki,1
Luxembourg,ruwiki,1
Malaysia,ruwiki,1
Maldives,ruwiki,1
Mexico,ruwiki,1
Moldova,ruwiki,10
Moldova,ruwiki,1
Montenegro,ruwiki,1
Netherlands,ruwiki,10
Netherlands,ruwiki,1
NewZealand,ruwiki,10
NewZealand,ruwiki,1
Norway,ruwiki,1
Panama,ruwiki,1
Philippines,ruwiki,1
Poland,ruwiki,10
Poland,ruwiki,1
Portugal,ruwiki,1
Romania,ruwiki,1
Serbia,ruwiki,1
Slovakia,ruwiki,1
Slovenia,ruwiki,1
SouthKorea,ruwiki,1
Spain,ruwiki,10
Spain,ruwiki,1
Sweden,ruwiki,1
Switzerland,ruwiki,10
Switzerland,ruwiki,1
Taiwan,ruwiki,1
Tanzania,ruwiki,1
Ukraine,ruwiki,10
Ukraine,ruwiki,1
UnitedKingdom,ruwiki,10
UnitedKingdom,ruwiki,1
UnitedStates,ruwiki,10
UnitedStates,ruwiki,1
Spain,rwwiki,1
Switzerland,rwwiki,1
Australia,sahwiki,1
Bangladesh,sahwiki,1
Greece,sahwiki,1
Italy,sahwiki,1
Netherlands,sahwiki,1
Ukraine,sahwiki,10
Ukraine,sahwiki,1
UnitedStates,sahwiki,1
Bangladesh,satwiki,1
Bulgaria,satwiki,1
India,satwiki,10
India,satwiki,1
Mexico,satwiki,1
India,sawiki,1
Bangladesh,scnwiki,1
Italy,scnwiki,1
Philippines,scnwiki,1
Australia,scowiki,1
Bangladesh,scowiki,1
Belgium,scowiki,1
Greece,scowiki,1
India,scowiki,1
Italy,scowiki,1
Ukraine,scowiki,1
UnitedKingdom,scowiki,10
UnitedKingdom,scowiki,1
UnitedStates,scowiki,1
Brazil,scwiki,1
Germany,scwiki,1
Italy,scwiki,10
Italy,scwiki,1
Spain,scwiki,1
Finland,sewiki,1
Austria,shwiki,1
BosniaandHerzegovina,shwiki,10
BosniaandHerzegovina,shwiki,1
Canada,shwiki,1
Croatia,shwiki,10
Croatia,shwiki,1
France,shwiki,1
Germany,shwiki,1
Greece,shwiki,10
Hungary,shwiki,1
India,shwiki,1
Italy,shwiki,1
Macedonia,shwiki,1
Mexico,shwiki,1
Panama,shwiki,1
Serbia,shwiki,10
Serbia,shwiki,1
Slovakia,shwiki,1
UnitedStates,shwiki,1
Argentina,simplewiki,1
Armenia,simplewiki,1
Australia,simplewiki,10
Australia,simplewiki,1
Bangladesh,simplewiki,10
Bangladesh,simplewiki,1
Bolivia,simplewiki,1
Brazil,simplewiki,1
Bulgaria,simplewiki,1
Cambodia,simplewiki,1
Canada,simplewiki,10
Canada,simplewiki,1
Colombia,simplewiki,1
Croatia,simplewiki,1
Cyprus,simplewiki,10
Cyprus,simplewiki,1
CzechRepublic,simplewiki,1
Côted'Ivoire,simplewiki,1
Denmark,simplewiki,1
Finland,simplewiki,10
Finland,simplewiki,1
France,simplewiki,1
Georgia,simplewiki,1
Germany,simplewiki,10
Germany,simplewiki,1
Ghana,simplewiki,1
Greece,simplewiki,10
HongKong,simplewiki,1
Hungary,simplewiki,1
India,simplewiki,10
India,simplewiki,1
Indonesia,simplewiki,1
Ireland,simplewiki,1
Israel,simplewiki,1
Italy,simplewiki,1
Japan,simplewiki,10
Japan,simplewiki,1
Kenya,simplewiki,1
Lithuania,simplewiki,10
Lithuania,simplewiki,1
Malaysia,simplewiki,1
Mexico,simplewiki,1
Netherlands,simplewiki,10
Netherlands,simplewiki,1
NewZealand,simplewiki,1
Nigeria,simplewiki,10
Nigeria,simplewiki,1
Norway,simplewiki,1
Oman,simplewiki,1
Panama,simplewiki,1
Peru,simplewiki,1
Philippines,simplewiki,1
Poland,simplewiki,1
Portugal,simplewiki,1
PuertoRico,simplewiki,1
Romania,simplewiki,1
SouthAfrica,simplewiki,1
SouthKorea,simplewiki,1
Spain,simplewiki,1
Sweden,simplewiki,1
Switzerland,simplewiki,10
Switzerland,simplewiki,1
Taiwan,simplewiki,1
TrinidadandTobago,simplewiki,1
Ukraine,simplewiki,1
UnitedKingdom,simplewiki,10
UnitedKingdom,simplewiki,1
UnitedStates,simplewiki,10
UnitedStates,simplewiki,1
Bangladesh,siwiki,1
Denmark,siwiki,10
Greece,siwiki,1
Morocco,siwiki,1
Philippines,siwiki,1
SriLanka,siwiki,10
SriLanka,siwiki,1
Australia,skwiki,1
Austria,skwiki,1
Belgium,skwiki,1
Croatia,skwiki,1
CzechRepublic,skwiki,10
CzechRepublic,skwiki,1
France,skwiki,1
Germany,skwiki,10
Germany,skwiki,1
Greece,skwiki,10
Hungary,skwiki,1
Netherlands,skwiki,1
Peru,skwiki,1
Poland,skwiki,1
Romania,skwiki,1
Slovakia,skwiki,10
Slovakia,skwiki,1
UnitedStates,skwiki,1
Austria,slwiki,1
Croatia,slwiki,10
Croatia,slwiki,1
France,slwiki,1
Germany,slwiki,1
Greece,slwiki,1
Hungary,slwiki,1
Italy,slwiki,10
Italy,slwiki,1
Poland,slwiki,1
Slovenia,slwiki,10
Slovenia,slwiki,1
Spain,slwiki,1
UnitedKingdom,slwiki,1
UnitedStates,slwiki,1
Australia,snwiki,10
Canada,snwiki,10
Canada,snwiki,1
CzechRepublic,snwiki,1
SouthAfrica,snwiki,1
Zimbabwe,snwiki,1
Bangladesh,sowiki,1
Nigeria,sowiki,1
Slovenia,sowiki,10
Sweden,sowiki,1
UnitedKingdom,sowiki,1
UnitedStates,sowiki,1
Albania,sqwiki,10
Albania,sqwiki,1
CzechRepublic,sqwiki,1
France,sqwiki,1
Germany,sqwiki,10
Germany,sqwiki,1
Greece,sqwiki,1
India,sqwiki,1
Italy,sqwiki,1
Kosovo,sqwiki,1
Macedonia,sqwiki,10
Macedonia,sqwiki,1
Netherlands,sqwiki,1
Serbia,sqwiki,1
Sweden,sqwiki,1
Switzerland,sqwiki,1
UnitedStates,sqwiki,1
Albania,srwiki,1
Australia,srwiki,1
Austria,srwiki,1
Bangladesh,srwiki,1
Belgium,srwiki,1
BosniaandHerzegovina,srwiki,10
BosniaandHerzegovina,srwiki,1
Bulgaria,srwiki,1
Canada,srwiki,10
Canada,srwiki,1
Croatia,srwiki,1
France,srwiki,10
Germany,srwiki,1
Greece,srwiki,10
Greece,srwiki,1
Hungary,srwiki,1
Indonesia,srwiki,1
Japan,srwiki,1
Kosovo,srwiki,1
Lithuania,srwiki,1
Macedonia,srwiki,1
Montenegro,srwiki,10
Montenegro,srwiki,1
Netherlands,srwiki,1
Norway,srwiki,1
Peru,srwiki,1
Romania,srwiki,1
Serbia,srwiki,10
Serbia,srwiki,1
Slovakia,srwiki,1
Slovenia,srwiki,1
Spain,srwiki,1
Sweden,srwiki,1
UnitedKingdom,srwiki,1
UnitedStates,srwiki,10
UnitedStates,srwiki,1
Greece,suwiki,1
India,suwiki,1
Indonesia,suwiki,1
UnitedStates,suwiki,1
Argentina,svwiki,1
Australia,svwiki,10
Australia,svwiki,1
Austria,svwiki,1
Bangladesh,svwiki,1
Bulgaria,svwiki,1
Cambodia,svwiki,1
Canada,svwiki,1
Colombia,svwiki,1
CostaRica,svwiki,1
Croatia,svwiki,1
Cyprus,svwiki,10
Cyprus,svwiki,1
CzechRepublic,svwiki,10
Denmark,svwiki,1
Estonia,svwiki,1
Finland,svwiki,10
Finland,svwiki,1
France,svwiki,1
Georgia,svwiki,10
Germany,svwiki,10
Germany,svwiki,1
Greece,svwiki,10
Greece,svwiki,1
HongKong,svwiki,1
Hungary,svwiki,1
India,svwiki,1
Israel,svwiki,1
Italy,svwiki,1
Japan,svwiki,1
Lithuania,svwiki,10
Lithuania,svwiki,1
Morocco,svwiki,1
Netherlands,svwiki,1
Nigeria,svwiki,1
Norway,svwiki,10
Norway,svwiki,1
Panama,svwiki,1
Philippines,svwiki,1
Poland,svwiki,1
PuertoRico,svwiki,1
Slovakia,svwiki,1
SouthAfrica,svwiki,1
SouthKorea,svwiki,1
Spain,svwiki,1
Sweden,svwiki,10
Sweden,svwiki,1
Switzerland,svwiki,1
Tanzania,svwiki,10
Tanzania,svwiki,1
Tunisia,svwiki,1
Ukraine,svwiki,1
UnitedKingdom,svwiki,10
UnitedKingdom,svwiki,1
UnitedStates,svwiki,10
UnitedStates,svwiki,1
Uruguay,svwiki,1
Bangladesh,swwiki,1
Canada,swwiki,1
Germany,swwiki,10
Greece,swwiki,1
Italy,swwiki,1
Kenya,swwiki,1
Nigeria,swwiki,1
Tanzania,swwiki,10
Tanzania,swwiki,1
Uganda,swwiki,1
UnitedKingdom,swwiki,1
UnitedStates,swwiki,1
Germany,szlwiki,1
Greece,szlwiki,1
Poland,szlwiki,10
Poland,szlwiki,1
UnitedKingdom,szlwiki,10
Philippines,szywiki,1
Taiwan,szywiki,10
Taiwan,szywiki,1
Australia,tawiki,10
Australia,tawiki,1
Bangladesh,tawiki,1
Canada,tawiki,1
Finland,tawiki,1
Greece,tawiki,1
HongKong,tawiki,1
India,tawiki,10
India,tawiki,1
Malaysia,tawiki,1
Netherlands,tawiki,1
SriLanka,tawiki,1
Switzerland,tawiki,10
Switzerland,tawiki,1
UnitedKingdom,tawiki,1
UnitedStates,tawiki,1
India,tcywiki,10
India,tcywiki,1
Australia,tetwiki,1
Brazil,tetwiki,1
Indonesia,tetwiki,1
Germany,tewiki,1
Greece,tewiki,1
India,tewiki,10
India,tewiki,1
UnitedStates,tewiki,10
UnitedStates,tewiki,1
Australia,tgwiki,1
Greece,tgwiki,1
India,tgwiki,1
Philippines,tgwiki,1
UnitedStates,tgwiki,1
Australia,thwiki,10
Australia,thwiki,1
Bangladesh,thwiki,10
Bangladesh,thwiki,1
Canada,thwiki,10
Canada,thwiki,1
Colombia,thwiki,1
Germany,thwiki,10
Germany,thwiki,1
Greece,thwiki,1
India,thwiki,1
Japan,thwiki,1
Malaysia,thwiki,1
Philippines,thwiki,1
SouthKorea,thwiki,1
Spain,thwiki,10
Switzerland,thwiki,1
Taiwan,thwiki,1
UnitedKingdom,thwiki,1
UnitedStates,thwiki,1
Indonesia,tiwiki,1
Netherlands,tiwiki,1
UnitedStates,tiwiki,1
Australia,tkwiki,1
Canada,tkwiki,1
Greece,tkwiki,1
Indonesia,tkwiki,10
Indonesia,tkwiki,1
Italy,tkwiki,1
Canada,tlwiki,10
Finland,tlwiki,1
Germany,tlwiki,1
Greece,tlwiki,1
Indonesia,tlwiki,1
Italy,tlwiki,1
Japan,tlwiki,1
Mexico,tlwiki,1
Netherlands,tlwiki,10
Netherlands,tlwiki,1
Philippines,tlwiki,10
Philippines,tlwiki,1
Ukraine,tlwiki,1
UnitedKingdom,tlwiki,1
UnitedStates,tlwiki,1
Albania,trwiki,1
Argentina,trwiki,1
Austria,trwiki,1
Bangladesh,trwiki,1
Bulgaria,trwiki,10
Bulgaria,trwiki,1
Canada,trwiki,1
Cyprus,trwiki,10
Cyprus,trwiki,1
Denmark,trwiki,10
Denmark,trwiki,1
Finland,trwiki,1
France,trwiki,10
France,trwiki,1
Germany,trwiki,10
Germany,trwiki,1
Greece,trwiki,10
Greece,trwiki,1
HongKong,trwiki,1
Hungary,trwiki,1
India,trwiki,1
Italy,trwiki,1
Japan,trwiki,1
Lithuania,trwiki,1
Macedonia,trwiki,10
Macedonia,trwiki,1
Malaysia,trwiki,1
Mexico,trwiki,10
Netherlands,trwiki,10
Netherlands,trwiki,1
NewZealand,trwiki,1
Philippines,trwiki,1
Poland,trwiki,1
Slovenia,trwiki,1
SouthKorea,trwiki,1
Spain,trwiki,10
Spain,trwiki,1
Sweden,trwiki,1
Switzerland,trwiki,1
Taiwan,trwiki,1
Ukraine,trwiki,1
UnitedKingdom,trwiki,10
UnitedKingdom,trwiki,1
UnitedStates,trwiki,10
UnitedStates,trwiki,1
Finland,ttwiki,1
Greece,ttwiki,1
UnitedKingdom,ttwiki,10
Ghana,twwiki,10
Ghana,twwiki,1
India,twwiki,1
UnitedStates,twwiki,1
UnitedStates,tyvwiki,1
Greece,udmwiki,1
Greece,ugwiki,1
Macao,ugwiki,1
Albania,ukwiki,1
Australia,ukwiki,1
Austria,ukwiki,10
Austria,ukwiki,1
Bangladesh,ukwiki,1
Belgium,ukwiki,1
BosniaandHerzegovina,ukwiki,1
Brazil,ukwiki,1
Bulgaria,ukwiki,1
Canada,ukwiki,10
Canada,ukwiki,1
Colombia,ukwiki,1
CzechRepublic,ukwiki,1
Denmark,ukwiki,1
DominicanRepublic,ukwiki,1
Estonia,ukwiki,1
Finland,ukwiki,10
Finland,ukwiki,1
France,ukwiki,1
Germany,ukwiki,10
Germany,ukwiki,1
Gibraltar,ukwiki,1
Greece,ukwiki,10
Greece,ukwiki,1
Hungary,ukwiki,1
India,ukwiki,10
India,ukwiki,1
Indonesia,ukwiki,1
Ireland,ukwiki,1
Israel,ukwiki,1
Italy,ukwiki,10
Italy,ukwiki,1
Japan,ukwiki,1
Latvia,ukwiki,10
Lithuania,ukwiki,1
Malaysia,ukwiki,1
Mexico,ukwiki,1
Moldova,ukwiki,1
Netherlands,ukwiki,10
Netherlands,ukwiki,1
Norway,ukwiki,1
Philippines,ukwiki,1
Poland,ukwiki,10
Poland,ukwiki,1
Slovakia,ukwiki,10
SouthKorea,ukwiki,1
Spain,ukwiki,10
Spain,ukwiki,1
Sweden,ukwiki,1
Taiwan,ukwiki,1
Ukraine,ukwiki,10
Ukraine,ukwiki,1
UnitedKingdom,ukwiki,1
UnitedStates,ukwiki,10
UnitedStates,ukwiki,1
Bangladesh,urwiki,1
Belgium,urwiki,1
Brazil,urwiki,1
Denmark,urwiki,1
Germany,urwiki,1
Greece,urwiki,1
India,urwiki,10
India,urwiki,1
Morocco,urwiki,1
Nigeria,urwiki,1
SouthAfrica,urwiki,1
UnitedKingdom,urwiki,1
Australia,uzwiki,1
Finland,uzwiki,1
France,uzwiki,1
Germany,uzwiki,1
Greece,uzwiki,10
Italy,uzwiki,1
Kyrgyzstan,uzwiki,1
Lithuania,uzwiki,1
Nigeria,uzwiki,10
Nigeria,uzwiki,1
Peru,uzwiki,1
Philippines,uzwiki,1
Poland,uzwiki,1
Serbia,uzwiki,10
SouthKorea,uzwiki,1
Spain,uzwiki,1
UnitedKingdom,uzwiki,1
UnitedStates,uzwiki,1
Australia,vecwiki,1
Bangladesh,vecwiki,1
Canada,vecwiki,1
Greece,vecwiki,1
Italy,vecwiki,10
Italy,vecwiki,1
Greece,vepwiki,1
UnitedStates,vepwiki,1
Kuwait,vewiki,1
Australia,viwiki,1
Bangladesh,viwiki,1
Brazil,viwiki,1
Bulgaria,viwiki,1
Cambodia,viwiki,1
Canada,viwiki,10
Canada,viwiki,1
Colombia,viwiki,1
Denmark,viwiki,1
Finland,viwiki,1
France,viwiki,1
Germany,viwiki,10
Germany,viwiki,1
Greece,viwiki,10
HongKong,viwiki,10
HongKong,viwiki,1
India,viwiki,1
Indonesia,viwiki,1
Italy,viwiki,10
Italy,viwiki,1
Japan,viwiki,10
Japan,viwiki,1
Macao,viwiki,1
Malaysia,viwiki,1
Netherlands,viwiki,10
Netherlands,viwiki,1
Philippines,viwiki,1
Poland,viwiki,1
SouthAfrica,viwiki,1
SouthKorea,viwiki,1
Spain,viwiki,1
Sweden,viwiki,1
Taiwan,viwiki,1
Ukraine,viwiki,1
UnitedKingdom,viwiki,1
UnitedStates,viwiki,10
UnitedStates,viwiki,1
Belgium,vlswiki,1
Greece,vlswiki,1
Germany,vowiki,1
Greece,vowiki,10
Poland,vowiki,10
UnitedStates,vowiki,1
Australia,warwiki,1
Austria,warwiki,1
Bangladesh,warwiki,1
Brazil,warwiki,1
France,warwiki,1
Germany,warwiki,1
Greece,warwiki,1
Mexico,warwiki,1
Netherlands,warwiki,10
Philippines,warwiki,1
PuertoRico,warwiki,1
SouthAfrica,warwiki,1
Switzerland,warwiki,1
Belgium,wawiki,10
Belgium,wawiki,1
Denmark,wawiki,1
Germany,wawiki,1
Greece,wawiki,1
Morocco,wawiki,10
Finland,wuuwiki,1
HongKong,wuuwiki,1
Malaysia,wuuwiki,1
