name,parent,weight
Germany,eowiki,1
Greece,eowiki,10
HongKong,eowiki,1
Hungary,eowiki,10
Hungary,eowiki,1
India,eowiki,1
Israel,eowiki,10
Israel,eowiki,1
Italy,eowiki,1
Japan,eowiki,1
Luxembourg,eowiki,1
Mexico,eowiki,1
Netherlands,eowiki,10
Netherlands,eowiki,1
Norway,eowiki,1
Poland,eowiki,10
Poland,eowiki,1
Romania,eowiki,1
Réunion,eowiki,1
Slovakia,eowiki,1
Spain,eowiki,10
Spain,eowiki,1
Sweden,eowiki,10
Sweden,eowiki,1
Switzerland,eowiki,10
Switzerland,eowiki,1
Taiwan,eowiki,1
Ukraine,eowiki,1
UnitedKingdom,eowiki,1
UnitedStates,eowiki,10
UnitedStates,eowiki,1
Algeria,eswiki,1
Andorra,eswiki,1
Argentina,eswiki,10
Argentina,eswiki,1
Aruba,eswiki,1
Australia,eswiki,1
Austria,eswiki,10
Austria,eswiki,1
Bangladesh,eswiki,1
Belgium,eswiki,1
Bolivia,eswiki,10
Bolivia,eswiki,1
BosniaandHerzegovina,eswiki,1
Brazil,eswiki,10
Brazil,eswiki,1
Bulgaria,eswiki,1
Canada,eswiki,10
Canada,eswiki,1
CapeVerde,eswiki,1
Chile,eswiki,10
Chile,eswiki,1
Colombia,eswiki,10
Colombia,eswiki,1
CostaRica,eswiki,10
CostaRica,eswiki,1
Croatia,eswiki,1
Cyprus,eswiki,1
CzechRepublic,eswiki,10
CzechRepublic,eswiki,1
Denmark,eswiki,1
DominicanRepublic,eswiki,10
DominicanRepublic,eswiki,1
Ecuador,eswiki,10
Ecuador,eswiki,1
ElSalvador,eswiki,10
ElSalvador,eswiki,1
Estonia,eswiki,1
Finland,eswiki,1
France,eswiki,10
France,eswiki,1
FrenchGuiana,eswiki,1
Georgia,eswiki,1
Germany,eswiki,10
Germany,eswiki,1
Greece,eswiki,10
Greece,eswiki,1
Guadeloupe,eswiki,1
Guatemala,eswiki,10
Guatemala,eswiki,1
Haiti,eswiki,1
Honduras,eswiki,10
Honduras,eswiki,1
HongKong,eswiki,1
Hungary,eswiki,1
India,eswiki,1
Indonesia,eswiki,1
Ireland,eswiki,1
Israel,eswiki,10
Israel,eswiki,1
Italy,eswiki,10
Italy,eswiki,1
Japan,eswiki,10
Japan,eswiki,1
Latvia,eswiki,1
Lebanon,eswiki,1
Lithuania,eswiki,1
Luxembourg,eswiki,1
Malaysia,eswiki,1
Malta,eswiki,10
Malta,eswiki,1
Mexico,eswiki,10
Mexico,eswiki,1
Moldova,eswiki,1
Morocco,eswiki,1
Netherlands,eswiki,1
NewZealand,eswiki,1
Nicaragua,eswiki,10
Nicaragua,eswiki,1
Nigeria,eswiki,1
Norway,eswiki,1
Palestine,eswiki,1
Panama,eswiki,10
Panama,eswiki,1
Paraguay,eswiki,10
Paraguay,eswiki,1
Peru,eswiki,10
Peru,eswiki,1
Philippines,eswiki,1
Poland,eswiki,1
Portugal,eswiki,10
Portugal,eswiki,1
PuertoRico,eswiki,10
PuertoRico,eswiki,1
Qatar,eswiki,1
Romania,eswiki,1
Serbia,eswiki,1
Slovenia,eswiki,1
SouthKorea,eswiki,1
Spain,eswiki,10
Spain,eswiki,1
Sweden,eswiki,10
Sweden,eswiki,1
Switzerland,eswiki,1
Taiwan,eswiki,1
Tanzania,eswiki,10
Tanzania,eswiki,1
Tunisia,eswiki,1
Ukraine,eswiki,1
UnitedKingdom,eswiki,10
UnitedKingdom,eswiki,1
UnitedStates,eswiki,10
UnitedStates,eswiki,1
Uruguay,eswiki,10
Uruguay,eswiki,1
Australia,etwiki,1
Brazil,etwiki,1
Canada,etwiki,1
Estonia,etwiki,10
Estonia,etwiki,1
Finland,etwiki,1
Germany,etwiki,1
Greece,etwiki,10
India,etwiki,1
Latvia,etwiki,1
Lithuania,etwiki,1
Malaysia,etwiki,1
Philippines,etwiki,1
Spain,etwiki,1
Sweden,etwiki,10
Sweden,etwiki,1
Switzerland,etwiki,1
Ukraine,etwiki,1
UnitedKingdom,etwiki,1
Australia,euwiki,10
Canada,euwiki,10
France,euwiki,10
France,euwiki,1
Germany,euwiki,1
Greece,euwiki,1
Italy,euwiki,1
Lithuania,euwiki,1
Panama,euwiki,1
Slovakia,euwiki,1
Spain,euwiki,10
Spain,euwiki,1
UnitedKingdom,euwiki,1
UnitedStates,euwiki,10
Albania,fawiki,10
Argentina,fawiki,10
Argentina,fawiki,1
Armenia,fawiki,1
Australia,fawiki,10
Australia,fawiki,1
Austria,fawiki,10
Austria,fawiki,1
Bangladesh,fawiki,1
Belgium,fawiki,1
Brazil,fawiki,1
Bulgaria,fawiki,1
Canada,fawiki,10
Canada,fawiki,1
Chile,fawiki,1
Croatia,fawiki,1
CzechRepublic,fawiki,1
Denmark,fawiki,10
Denmark,fawiki,1
Finland,fawiki,1
France,fawiki,1
Georgia,fawiki,1
Germany,fawiki,10
Germany,fawiki,1
Greece,fawiki,10
Greece,fawiki,1
Hungary,fawiki,10
India,fawiki,10
India,fawiki,1
Indonesia,fawiki,1
Ireland,fawiki,1
Israel,fawiki,1
Italy,fawiki,1
Japan,fawiki,10
Japan,fawiki,1
Kuwait,fawiki,1
Latvia,fawiki,1
Luxembourg,fawiki,1
Mexico,fawiki,10
Moldova,fawiki,10
Moldova,fawiki,1
Morocco,fawiki,1
Netherlands,fawiki,1
NewZealand,fawiki,1
Norway,fawiki,10
Norway,fawiki,1
Panama,fawiki,1
Poland,fawiki,10
Poland,fawiki,1
Seychelles,fawiki,1
SouthAfrica,fawiki,1
SouthKorea,fawiki,1
Spain,fawiki,1
Sweden,fawiki,10
Sweden,fawiki,1
Switzerland,fawiki,1
UnitedKingdom,fawiki,10
UnitedKingdom,fawiki,1
UnitedStates,fawiki,10
UnitedStates,fawiki,1
Estonia,fiu_vrowiki,1
Argentina,fiwiki,10
Australia,fiwiki,1
Bangladesh,fiwiki,1
Colombia,fiwiki,1
Estonia,fiwiki,1
Finland,fiwiki,10
Finland,fiwiki,1
France,fiwiki,1
Germany,fiwiki,1
Greece,fiwiki,1
India,fiwiki,1
Italy,fiwiki,1
Japan,fiwiki,1
Lithuania,fiwiki,1
Netherlands,fiwiki,1
Philippines,fiwiki,1
Poland,fiwiki,1
SouthKorea,fiwiki,1
Sweden,fiwiki,10
Sweden,fiwiki,1
Switzerland,fiwiki,1
Ukraine,fiwiki,1
UnitedKingdom,fiwiki,1
UnitedStates,fiwiki,1
FaroeIslands,fowiki,1
Germany,fowiki,1
Lithuania,fowiki,1
Sweden,fowiki,1
France,frpwiki,1
Germany,frpwiki,10
Switzerland,frpwiki,1
UnitedStates,frpwiki,1
Georgia,frrwiki,10
Germany,frrwiki,10
Germany,frrwiki,1
Albania,frwiki,1
Algeria,frwiki,10
Algeria,frwiki,1
Argentina,frwiki,1
Armenia,frwiki,1
Australia,frwiki,1
Austria,frwiki,10
Austria,frwiki,1
Bangladesh,frwiki,1
Belgium,frwiki,10
Belgium,frwiki,1
Benin,frwiki,10
Benin,frwiki,1
BosniaandHerzegovina,frwiki,1
Brazil,frwiki,1
Bulgaria,frwiki,1
BurkinaFaso,frwiki,1
Cambodia,frwiki,10
Cambodia,frwiki,1
Cameroon,frwiki,10
Cameroon,frwiki,1
Canada,frwiki,10
Canada,frwiki,1
Chad,frwiki,1
Chile,frwiki,10
Chile,frwiki,1
Colombia,frwiki,1
Comoros,frwiki,1
CostaRica,frwiki,1
Croatia,frwiki,1
CzechRepublic,frwiki,10
CzechRepublic,frwiki,1
Côted'Ivoire,frwiki,10
Côted'Ivoire,frwiki,1
DemocraticRepublicoftheCongo,frwiki,10
DemocraticRepublicoftheCongo,frwiki,1
Denmark,frwiki,1
DominicanRepublic,frwiki,1
Ecuador,frwiki,1
Estonia,frwiki,1
Finland,frwiki,10
Finland,frwiki,1
France,frwiki,10
France,frwiki,1
FrenchGuiana,frwiki,1
FrenchPolynesia,frwiki,1
Gabon,frwiki,1
Georgia,frwiki,1
Germany,frwiki,10
Germany,frwiki,1
Greece,frwiki,10
Greece,frwiki,1
Guadeloupe,frwiki,10
Guadeloupe,frwiki,1
Guatemala,frwiki,1
Guinea,frwiki,10
Guinea,frwiki,1
Haiti,frwiki,10
Haiti,frwiki,1
HongKong,frwiki,1
Hungary,frwiki,1
India,frwiki,1
Indonesia,frwiki,1
Ireland,frwiki,1
Israel,frwiki,10
Israel,frwiki,1
Italy,frwiki,10
Italy,frwiki,1
Japan,frwiki,10
Japan,frwiki,1
Jordan,frwiki,1
Kosovo,frwiki,1
Lebanon,frwiki,1
Lithuania,frwiki,1
Luxembourg,frwiki,1
Madagascar,frwiki,10
Madagascar,frwiki,1
Malaysia,frwiki,1
Mali,frwiki,10
Mali,frwiki,1
Malta,frwiki,1
Martinique,frwiki,10
Martinique,frwiki,1
Mauritius,frwiki,1
Mexico,frwiki,10
Mexico,frwiki,1
Moldova,frwiki,1
Monaco,frwiki,1
Morocco,frwiki,10
Morocco,frwiki,1
Netherlands,frwiki,10
Netherlands,frwiki,1
NewCaledonia,frwiki,1
NewZealand,frwiki,1
Nigeria,frwiki,1
Norway,frwiki,1
Panama,frwiki,1
Peru,frwiki,10
Peru,frwiki,1
Philippines,frwiki,10
Philippines,frwiki,1
Poland,frwiki,10
Poland,frwiki,1
Portugal,frwiki,10
Portugal,frwiki,1
Qatar,frwiki,1
RepublicoftheCongo,frwiki,1
Romania,frwiki,10
Romania,frwiki,1
Réunion,frwiki,10
Réunion,frwiki,1
SaintPierreandMiquelon,frwiki,1
Senegal,frwiki,1
Serbia,frwiki,1
Slovakia,frwiki,1
Slovenia,frwiki,1
SouthAfrica,frwiki,1
SouthKorea,frwiki,10
SouthKorea,frwiki,1
Spain,frwiki,10
Spain,frwiki,1
SriLanka,frwiki,1
Sweden,frwiki,1
Switzerland,frwiki,10
Switzerland,frwiki,1
Taiwan,frwiki,1
Tanzania,frwiki,10
Tanzania,frwiki,1
Togo,frwiki,1
Tunisia,frwiki,10
Tunisia,frwiki,1
Ukraine,frwiki,1
UnitedKingdom,frwiki,10
UnitedKingdom,frwiki,1
UnitedStates,frwiki,10
UnitedStates,frwiki,1
Uruguay,frwiki,1
Italy,furwiki,1
France,fywiki,1
Germany,fywiki,1
Greece,fywiki,1
Netherlands,fywiki,10
Netherlands,fywiki,1
Spain,fywiki,1
UnitedKingdom,fywiki,1
UnitedStates,fywiki,10
Chile,gagwiki,1
Bangladesh,gawiki,1
Brazil,gawiki,1
Finland,gawiki,1
France,gawiki,10
France,gawiki,1
Germany,gawiki,1
Greece,gawiki,1
Ireland,gawiki,10
Ireland,gawiki,1
Sweden,gawiki,1
UnitedKingdom,gawiki,1
UnitedStates,gawiki,10
UnitedStates,gawiki,1
Germany,gdwiki,1
Greece,gdwiki,1
UnitedKingdom,gdwiki,10
UnitedKingdom,gdwiki,1
Argentina,glwiki,1
Australia,glwiki,1
Denmark,glwiki,1
Finland,glwiki,10
France,glwiki,1
Germany,glwiki,1
Greece,glwiki,10
Iceland,glwiki,1
Indonesia,glwiki,1
Mexico,glwiki,1
Poland,glwiki,1
Portugal,glwiki,1
Spain,glwiki,10
Spain,glwiki,1
Brazil,gnwiki,10
Brazil,gnwiki,1
Greece,gnwiki,1
Lithuania,gnwiki,1
Greece,gorwiki,1
Indonesia,gorwiki,10
Bangladesh,guwiki,1
Canada,guwiki,1
Greece,guwiki,1
India,guwiki,10
India,guwiki,1
Italy,guwiki,1
UnitedKingdom,guwiki,1
Germany,gvwiki,1
Greece,gvwiki,1
UnitedKingdom,gvwiki,1
France,hawiki,10
Ghana,hawiki,10
Ghana,hawiki,1
Malaysia,hawiki,10
Netherlands,hawiki,10
Nigeria,hawiki,10
Nigeria,hawiki,1
Australia,hawwiki,1
Bangladesh,hawwiki,1
Italy,hawwiki,1
Albania,hewiki,1
Australia,hewiki,1
Austria,hewiki,1
Bangladesh,hewiki,1
Brazil,hewiki,1
Canada,hewiki,10
Canada,hewiki,1
Cyprus,hewiki,1
CzechRepublic,hewiki,1
Denmark,hewiki,1
Germany,hewiki,10
Germany,hewiki,1
Greece,hewiki,1
HongKong,hewiki,1
Indonesia,hewiki,1
Israel,hewiki,10
Israel,hewiki,1
Italy,hewiki,1
Japan,hewiki,1
Jordan,hewiki,1
Mexico,hewiki,1
Netherlands,hewiki,1
Palestine,hewiki,10
Poland,hewiki,1
Spain,hewiki,1
Sweden,hewiki,1
Ukraine,hewiki,10
Ukraine,hewiki,1
UnitedKingdom,hewiki,10
UnitedKingdom,hewiki,1
UnitedStates,hewiki,10
UnitedStates,hewiki,1
Australia,hiwiki,1
Bangladesh,hiwiki,10
Bangladesh,hiwiki,1
Brazil,hiwiki,1
Canada,hiwiki,1
Greece,hiwiki,1
India,hiwiki,10
India,hiwiki,1
Italy,hiwiki,1
Nepal,hiwiki,1
SouthKorea,hiwiki,1
Switzerland,hiwiki,1
Ukraine,hiwiki,1
UnitedKingdom,hiwiki,10
UnitedKingdom,hiwiki,1
UnitedStates,hiwiki,10
Australia,hrwiki,1
Austria,hrwiki,10
Austria,hrwiki,1
Bangladesh,hrwiki,1
Belgium,hrwiki,1
BosniaandHerzegovina,hrwiki,10
BosniaandHerzegovina,hrwiki,1
Colombia,hrwiki,1
Croatia,hrwiki,10
Croatia,hrwiki,1
CzechRepublic,hrwiki,1
Denmark,hrwiki,1
Finland,hrwiki,1
France,hrwiki,1
Germany,hrwiki,10
Germany,hrwiki,1
Greece,hrwiki,1
India,hrwiki,1
Italy,hrwiki,10
Italy,hrwiki,1
Lithuania,hrwiki,1
Macedonia,hrwiki,1
Montenegro,hrwiki,1
Nigeria,hrwiki,10
Poland,hrwiki,10
Poland,hrwiki,1
Serbia,hrwiki,10
Serbia,hrwiki,1
Slovenia,hrwiki,1
UnitedKingdom,hrwiki,1
UnitedStates,hrwiki,10
UnitedStates,hrwiki,1
CzechRepublic,hsbwiki,1
Germany,hsbwiki,1
Greece,hsbwiki,1
Poland,hsbwiki,1
Canada,htwiki,1
France,htwiki,10
Haiti,htwiki,1
Philippines,htwiki,1
Switzerland,htwiki,1
UnitedStates,htwiki,1
Australia,huwiki,1
Austria,huwiki,10
Austria,huwiki,1
Bangladesh,huwiki,1
Brazil,huwiki,1
Croatia,huwiki,10
Croatia,huwiki,1
CzechRepublic,huwiki,1
Estonia,huwiki,1
Finland,huwiki,1
France,huwiki,1
Germany,huwiki,10
Germany,huwiki,1
Greece,huwiki,10
Hungary,huwiki,10
Hungary,huwiki,1
India,huwiki,1
Israel,huwiki,1
Italy,huwiki,1
Lithuania,huwiki,1
Netherlands,huwiki,1
Poland,huwiki,1
PuertoRico,huwiki,1
Romania,huwiki,10
Romania,huwiki,1
Serbia,huwiki,1
Slovakia,huwiki,10
Slovakia,huwiki,1
Slovenia,huwiki,1
SouthKorea,huwiki,1
Spain,huwiki,1
Sweden,huwiki,1
Switzerland,huwiki,10
Switzerland,huwiki,1
UnitedKingdom,huwiki,1
UnitedStates,huwiki,10
UnitedStates,huwiki,1
Albania,hywiki,1
Armenia,hywiki,10
Armenia,hywiki,1
Bangladesh,hywiki,1
Georgia,hywiki,1
Germany,hywiki,10
Germany,hywiki,1
Greece,hywiki,10
India,hywiki,1
Norway,hywiki,1
Spain,hywiki,1
Switzerland,hywiki,1
Ukraine,hywiki,1
UnitedKingdom,hywiki,1
UnitedStates,hywiki,10
UnitedStates,hywiki,1
Armenia,hywwiki,1
Austria,hywwiki,1
Bangladesh,hywwiki,1
Canada,hywwiki,1
Greece,hywwiki,10
Greece,hywwiki,1
Lebanon,hywwiki,10
Lebanon,hywwiki,1
UnitedStates,hywwiki,1
Brazil,iawiki,1
Canada,iawiki,10
Germany,iawiki,1
Italy,iawiki,1
UnitedKingdom,iawiki,1
UnitedStates,iawiki,10
UnitedStates,iawiki,1
Australia,idwiki,1
Bangladesh,idwiki,1
Belgium,idwiki,1
Cambodia,idwiki,1
Canada,idwiki,1
Chile,idwiki,1
Colombia,idwiki,1
Ecuador,idwiki,1
Finland,idwiki,1
France,idwiki,10
France,idwiki,1
Germany,idwiki,1
Greece,idwiki,10
HongKong,idwiki,1
Hungary,idwiki,1
India,idwiki,1
Indonesia,idwiki,10
Indonesia,idwiki,1
Italy,idwiki,1
Japan,idwiki,1
Lithuania,idwiki,1
Malaysia,idwiki,10
Malaysia,idwiki,1
Mexico,idwiki,1
Netherlands,idwiki,10
Netherlands,idwiki,1
Panama,idwiki,1
Philippines,idwiki,10
Philippines,idwiki,1
Poland,idwiki,1
Qatar,idwiki,1
SouthKorea,idwiki,1
Spain,idwiki,1
Sweden,idwiki,1
Ukraine,idwiki,1
UnitedKingdom,idwiki,1
UnitedStates,idwiki,1
Germany,iewiki,1
SouthKorea,iewiki,10
Switzerland,iewiki,10
Nigeria,igwiki,10
Nigeria,igwiki,1
UnitedKingdom,igwiki,1
Greece,ilowiki,1
Italy,ilowiki,1
Philippines,ilowiki,10
Philippines,ilowiki,1
UnitedStates,ilowiki,10
Australia,inhwiki,1
Bangladesh,iowiki,1
Brazil,iowiki,10
Finland,iowiki,10
Finland,iowiki,1
Germany,iowiki,1
Greece,iowiki,1
Italy,iowiki,1
UnitedKingdom,iowiki,1
UnitedStates,iowiki,1
Australia,iswiki,1
Denmark,iswiki,1
Finland,iswiki,1
Germany,iswiki,1
Iceland,iswiki,10
Iceland,iswiki,1
Italy,iswiki,1
Lithuania,iswiki,1
Malaysia,iswiki,1
Norway,iswiki,1
Peru,iswiki,1
Sweden,iswiki,1
UnitedKingdom,iswiki,1
Albania,itwiki,1
Argentina,itwiki,1
Australia,itwiki,1
Austria,itwiki,10
Austria,itwiki,1
Bangladesh,itwiki,1
Belgium,itwiki,1
BosniaandHerzegovina,itwiki,1
Brazil,itwiki,10
Brazil,itwiki,1
Bulgaria,itwiki,1
Canada,itwiki,1
Chile,itwiki,1
Colombia,itwiki,1
CostaRica,itwiki,1
Croatia,itwiki,1
Cyprus,itwiki,1
CzechRepublic,itwiki,1
Denmark,itwiki,10
Denmark,itwiki,1
Ecuador,itwiki,1
ElSalvador,itwiki,1
Estonia,itwiki,1
Finland,itwiki,1
France,itwiki,10
France,itwiki,1
Germany,itwiki,10
Germany,itwiki,1
Greece,itwiki,10
Greece,itwiki,1
Guatemala,itwiki,1
HongKong,itwiki,1
Hungary,itwiki,1
India,itwiki,10
India,itwiki,1
Indonesia,itwiki,1
Ireland,itwiki,10
Ireland,itwiki,1
Israel,itwiki,1
Italy,itwiki,10
Italy,itwiki,1
Japan,itwiki,10
Japan,itwiki,1
Lithuania,itwiki,1
Luxembourg,itwiki,10
Malta,itwiki,1
Mexico,itwiki,1
Moldova,itwiki,1
Morocco,itwiki,1
Netherlands,itwiki,10
Netherlands,itwiki,1
Niger,itwiki,1
Norway,itwiki,1
Panama,itwiki,1
Paraguay,itwiki,1
Peru,itwiki,1
Philippines,itwiki,10
Philippines,itwiki,1
Poland,itwiki,10
Poland,itwiki,1
Portugal,itwiki,1
Romania,itwiki,1
SanMarino,itwiki,1
SintMaarten,itwiki,1
Slovakia,itwiki,1
Slovenia,itwiki,1
SouthKorea,itwiki,1
Spain,itwiki,10
Spain,itwiki,1
Sweden,itwiki,1
Switzerland,itwiki,10
Switzerland,itwiki,1
Tanzania,itwiki,10
Tanzania,itwiki,1
Ukraine,itwiki,1
UnitedKingdom,itwiki,10
UnitedKingdom,itwiki,1
UnitedStates,itwiki,1
Italy,iuwiki,1
Mexico,iuwiki,1
Taiwan,iuwiki,1
UnitedStates,iuwiki,1
Argentina,jawiki,1
Armenia,jawiki,1
Australia,jawiki,1
Bangladesh,jawiki,1
Brazil,jawiki,1
Bulgaria,jawiki,1
Canada,jawiki,10
Canada,jawiki,1
Chile,jawiki,1
Colombia,jawiki,1
CzechRepublic,jawiki,1
Denmark,jawiki,10
Denmark,jawiki,1
Estonia,jawiki,1
FederatedStatesofMicronesia,jawiki,1
Finland,jawiki,1
France,jawiki,10
France,jawiki,1
Germany,jawiki,10
Germany,jawiki,1
Greece,jawiki,10
HongKong,jawiki,10
HongKong,jawiki,1
Hungary,jawiki,1
India,jawiki,1
Indonesia,jawiki,1
Ireland,jawiki,1
Italy,jawiki,1
Japan,jawiki,10
Japan,jawiki,1
Latvia,jawiki,1
Malaysia,jawiki,1
Mexico,jawiki,1
Nepal,jawiki,1
Netherlands,jawiki,1
NewZealand,jawiki,1
Panama,jawiki,1
Peru,jawiki,1
Philippines,jawiki,1
Poland,jawiki,1
Portugal,jawiki,1
SouthKorea,jawiki,10
SouthKorea,jawiki,1
Spain,jawiki,1
Sweden,jawiki,1
Switzerland,jawiki,1
Taiwan,jawiki,10
Taiwan,jawiki,1
Tanzania,jawiki,10
Tanzania,jawiki,1
Ukraine,jawiki,1
UnitedKingdom,jawiki,1
UnitedStates,jawiki,10
UnitedStates,jawiki,1
Bangladesh,jbowiki,1
Canada,jbowiki,1
UnitedStates,jbowiki,1
Bangladesh,jvwiki,1
Germany,jvwiki,1
Greece,jvwiki,1
India,jvwiki,1
Indonesia,jvwiki,10
Indonesia,jvwiki,1
Netherlands,jvwiki,1
Poland,jvwiki,1
Greece,kaawiki,1
Indonesia,kaawiki,1
Lithuania,kaawiki,1
Algeria,kabwiki,1
France,kabwiki,1
Morocco,kabwiki,1
France,kawiki,1
Georgia,kawiki,10
Georgia,kawiki,1
Germany,kawiki,1
Greece,kawiki,10
Netherlands,kawiki,1
UnitedKingdom,kawiki,1
UnitedStates,kawiki,1
France,kkwiki,1
Germany,kkwiki,1
Greece,kkwiki,10
Lithuania,kkwiki,1
Serbia,kkwiki,10
Spain,kkwiki,1
UnitedKingdom,kkwiki,1
Bulgaria,kmwiki,1
Cambodia,kmwiki,10
Cambodia,kmwiki,1
France,kmwiki,1
Bangladesh,knwiki,1
Greece,knwiki,1
India,knwiki,10
India,knwiki,1
UnitedKingdom,knwiki,1
Sweden,koiwiki,1
Albania,kowiki,1
Algeria,kowiki,1
Argentina,kowiki,1
Australia,kowiki,1
Bangladesh,kowiki,1
Brazil,kowiki,1
Cambodia,kowiki,1
Canada,kowiki,10
Canada,kowiki,1
Colombia,kowiki,1
CzechRepublic,kowiki,1
France,kowiki,1
Germany,kowiki,10
Germany,kowiki,1
Greece,kowiki,1
HongKong,kowiki,1
India,kowiki,10
India,kowiki,1
Indonesia,kowiki,1
Israel,kowiki,1
Italy,kowiki,1
Japan,kowiki,10
Japan,kowiki,1
Lithuania,kowiki,1
Luxembourg,kowiki,1
Malaysia,kowiki,1
Malta,kowiki,10
Mexico,kowiki,1
Morocco,kowiki,1
NewZealand,kowiki,1
Oman,kowiki,1
Panama,kowiki,1
Philippines,kowiki,10
Philippines,kowiki,1
Poland,kowiki,1
Portugal,kowiki,1
SouthAfrica,kowiki,1
SouthKorea,kowiki,10
SouthKorea,kowiki,1
Sweden,kowiki,1
Taiwan,kowiki,10
Taiwan,kowiki,1
Ukraine,kowiki,1
UnitedKingdom,kowiki,10
UnitedKingdom,kowiki,1
UnitedStates,kowiki,10
UnitedStates,kowiki,1
France,kswiki,1
India,kswiki,10
India,kswiki,1
NewZealand,kswiki,1
Austria,kuwiki,10
Austria,kuwiki,1
Bangladesh,kuwiki,1
France,kuwiki,1
Georgia,kuwiki,1
Germany,kuwiki,1
Greece,kuwiki,1
Japan,kuwiki,1
Spain,kuwiki,10
Sweden,kuwiki,1
UnitedKingdom,kuwiki,10
UnitedKingdom,kuwiki,1
UnitedStates,kuwiki,1
Greece,kwwiki,1
Italy,kwwiki,1
Spain,kwwiki,1
UnitedKingdom,kwwiki,1
UnitedStates,kwwiki,1
Australia,kywiki,1
CzechRepublic,kywiki,1
Finland,kywiki,1
Germany,kywiki,1
Greece,kywiki,10
Hungary,kywiki,1
Kyrgyzstan,kywiki,10
Kyrgyzstan,kywiki,1
UnitedStates,kywiki,1
Greece,ladwiki,1
Israel,ladwiki,10
Peru,ladwiki,1
Argentina,lawiki,1
Austria,lawiki,1
Belgium,lawiki,1
CzechRepublic,lawiki,1
Finland,lawiki,1
France,lawiki,10
France,lawiki,1
Germany,lawiki,10
Germany,lawiki,1
Greece,lawiki,1
HongKong,lawiki,1
Italy,lawiki,1
Japan,lawiki,10
Malaysia,lawiki,1
Poland,lawiki,1
Portugal,lawiki,1
Serbia,lawiki,1
SouthKorea,lawiki,1
Spain,lawiki,1
Sweden,lawiki,1
UnitedKingdom,lawiki,1
UnitedStates,lawiki,10
UnitedStates,lawiki,1
Australia,lbwiki,1
Belgium,lbwiki,10
Belgium,lbwiki,1
France,lbwiki,1
Germany,lbwiki,1
Greece,lbwiki,1
Luxembourg,lbwiki,10
Luxembourg,lbwiki,1
Greece,lezwiki,1
Chile,lfnwiki,1
Uganda,lgwiki,1
Australia,lijwiki,1
Germany,lijwiki,1
Italy,lijwiki,10
Italy,lijwiki,1
Spain,lijwiki,1
UnitedKingdom,lijwiki,1
France,liwiki,1
Greece,liwiki,1
Netherlands,liwiki,10
Netherlands,liwiki,1
Italy,lldwiki,1
Greece,lmowiki,10
Italy,lmowiki,10
Italy,lmowiki,1
Ukraine,lmowiki,1
Bangladesh,lnwiki,1
Switzerland,lnwiki,1
HongKong,lowiki,1
Philippines,lowiki,1
Argentina,ltwiki,1
Belgium,ltwiki,1
BosniaandHerzegovina,ltwiki,1
Estonia,ltwiki,1
Greece,ltwiki,1
India,ltwiki,1
Latvia,ltwiki,10
Latvia,ltwiki,1
Lithuania,ltwiki,10
Lithuania,ltwiki,1
Moldova,ltwiki,1
Netherlands,ltwiki,1
Nicaragua,ltwiki,1
Poland,ltwiki,1
Slovakia,ltwiki,1
Sweden,ltwiki,1
Switzerland,ltwiki,1
UnitedKingdom,ltwiki,10
UnitedKingdom,ltwiki,1
UnitedStates,ltwiki,1
Canada,lvwiki,1
CzechRepublic,lvwiki,1
Denmark,lvwiki,10
Denmark,lvwiki,1
Germany,lvwiki,1
Greece,lvwiki,10
India,lvwiki,1
Latvia,lvwiki,10
Latvia,lvwiki,1
Lithuania,lvwiki,10
Sweden,lvwiki,1
UnitedStates,lvwiki,1
Bangladesh,maiwiki,1
India,maiwiki,1
Greece,map_bmswiki,1
Indonesia,map_bmswiki,1
France,mgwiki,1
Madagascar,mgwiki,10
Mexico,mgwiki,1
Greece,mhrwiki,1
Australia,minwiki,1
Greece,minwiki,1
Indonesia,minwiki,10
Indonesia,minwiki,1
Italy,minwiki,1
Netherlands,minwiki,1
Australia,miwiki,1
Belgium,miwiki,1
France,miwiki,1
NewZealand,miwiki,1
Spain,miwiki,1
Australia,mkwiki,10
Bangladesh,mkwiki,1
Bulgaria,mkwiki,1
France,mkwiki,10
France,mkwiki,1
Germany,mkwiki,1
Greece,mkwiki,1
India,mkwiki,10
Macedonia,mkwiki,10
Macedonia,mkwiki,1
Netherlands,mkwiki,1
NewZealand,mkwiki,10
Poland,mkwiki,1
Serbia,mkwiki,1
Spain,mkwiki,1
Ukraine,mkwiki,1
UnitedKingdom,mkwiki,1
Bangladesh,mlwiki,10
Bangladesh,mlwiki,1
Germany,mlwiki,1
Greece,mlwiki,1
India,mlwiki,10
India,mlwiki,1
Italy,mlwiki,1
Kuwait,mlwiki,1
Netherlands,mlwiki,1
SouthKorea,mlwiki,1
UnitedKingdom,mlwiki,1
UnitedStates,mlwiki,1
Australia,mnwiki,1
Bangladesh,mnwiki,1
Germany,mnwiki,10
Greece,mnwiki,1
Indonesia,mnwiki,1
Japan,mnwiki,1
Mexico,mnwiki,1
Mongolia,mnwiki,10
Mongolia,mnwiki,1
Norway,mnwiki,1
SouthKorea,mnwiki,1
Taiwan,mnwiki,1
UnitedStates,mnwiki,1
Denmark,mnwwiki,10
Denmark,mnwwiki,1
Malaysia,mnwwiki,1
Greece,mrjwiki,1
Bangladesh,mrwiki,1
Belgium,mrwiki,1
Canada,mrwiki,1
